Accel X,Accel Y,Accel Z,MoCap X,Mocap Y,Mocap Z,Classification
-9.520022,1.082574,-7.466430,2.275800,0.871900,-0.698400,1
-9.559249,1.082574,-7.466430,2.275700,0.871900,-0.698500,1
-9.441569,1.082574,-7.427203,2.275600,0.871900,-0.698500,1
-9.441569,1.082574,-7.427203,2.275600,0.871900,-0.698500,1
-9.402342,1.043347,-7.309523,2.275500,0.872000,-0.698500,1
-9.402342,1.043347,-7.348750,2.275400,0.872000,-0.698600,1
-9.402342,1.004120,-7.427203,2.275300,0.872000,-0.698600,1
-9.284663,0.964894,-7.427203,2.275100,0.872100,-0.698600,1
-9.284663,0.964894,-7.427203,2.275000,0.872200,-0.698700,1
-9.323890,1.004120,-7.270297,2.275000,0.872200,-0.698700,1
-9.284663,0.925667,-7.348750,2.274900,0.872300,-0.698700,1
-9.284663,0.925667,-7.348750,2.274800,0.872300,-0.698700,1
-9.323890,0.925667,-7.348750,2.274700,0.872400,-0.698700,1
-9.323890,0.886441,-7.348750,2.274700,0.872400,-0.698600,1
-9.363116,0.847214,-7.309523,2.274600,0.872600,-0.698600,1
-9.363116,0.847214,-7.309523,2.274500,0.872800,-0.698600,1
-9.441569,0.925667,-7.387976,2.274400,0.872800,-0.698600,1
-9.520022,0.925667,-7.348750,2.274300,0.872900,-0.698600,1
-9.520022,0.925667,-7.348750,2.274300,0.872900,-0.698600,1
-9.480796,0.964894,-7.348750,2.274200,0.873000,-0.698500,1
-9.520022,1.004120,-7.270297,2.274200,0.873200,-0.698500,1
-9.520022,1.043347,-7.309523,2.274100,0.873300,-0.698400,1
-9.520022,1.043347,-7.309523,2.274000,0.873300,-0.698400,1
-9.559249,1.082574,-7.309523,2.274000,0.873500,-0.698400,1
-9.559249,1.004120,-7.348750,2.274000,0.873600,-0.698300,1
-9.520022,1.004120,-7.348750,2.273900,0.873700,-0.698300,1
-9.520022,1.004120,-7.348750,2.273900,0.873800,-0.698200,1
-9.480796,0.964894,-7.387976,2.273900,0.873800,-0.698200,1
-9.520022,0.964894,-7.348750,2.273900,0.873900,-0.698100,1
-9.520022,1.004120,-7.348750,2.273900,0.874000,-0.698100,1
-9.520022,1.004120,-7.348750,2.273900,0.874200,-0.698000,1
-9.480796,0.964894,-7.387976,2.273900,0.874200,-0.698000,1
-9.520022,1.004120,-7.387976,2.273900,0.874400,-0.698000,1
-9.480796,1.004120,-7.427203,2.273900,0.874500,-0.697900,1
-9.480796,1.004120,-7.427203,2.273900,0.874500,-0.697900,1
-9.520022,1.043347,-7.387976,2.273900,0.874600,-0.697800,1
-9.480796,0.925667,-7.387976,2.274000,0.874700,-0.697800,1
-9.441569,0.925667,-7.348750,2.274000,0.874800,-0.697700,1
-9.441569,0.925667,-7.348750,2.274100,0.874900,-0.697700,1
-9.441569,0.925667,-7.348750,2.274100,0.875000,-0.697700,1
-9.402342,0.925667,-7.427203,2.274100,0.875100,-0.697700,1
-9.402342,0.886441,-7.348750,2.274200,0.875200,-0.697700,1
-9.441569,0.964894,-7.387976,2.274300,0.875300,-0.697700,1
-9.441569,0.964894,-7.387976,2.274400,0.875300,-0.697600,1
-9.480796,1.043347,-7.348750,2.274400,0.875400,-0.697700,1
-9.480796,1.043347,-7.309523,2.274500,0.875500,-0.697700,1
-9.480796,1.043347,-7.309523,2.274600,0.875500,-0.697600,1
-9.441569,1.043347,-7.309523,2.274700,0.875600,-0.697600,1
-9.480796,1.043347,-7.270297,2.274700,0.875700,-0.697700,1
-9.402342,1.004120,-7.309523,2.274800,0.875700,-0.697600,1
-9.441569,1.004120,-7.309523,2.274800,0.875800,-0.697700,1
-9.441569,1.004120,-7.309523,2.274900,0.875700,-0.697600,1
-9.402342,1.004120,-7.270297,2.275000,0.875800,-0.697600,1
-9.441569,0.964894,-7.270297,2.275000,0.875800,-0.697600,1
-9.441569,0.964894,-7.270297,2.275000,0.875700,-0.697600,1
-9.441569,0.964894,-7.270297,2.275000,0.875700,-0.697600,1
-9.520022,0.925667,-7.270297,2.275000,0.875700,-0.697600,1
-9.480796,0.925667,-7.270297,2.275000,0.875800,-0.697600,1
-9.480796,0.925667,-7.270297,2.275000,0.875700,-0.697600,1
-9.480796,0.886441,-7.231070,2.275000,0.875700,-0.697600,1
-9.520022,0.925667,-7.231070,2.275000,0.875700,-0.697600,1
-9.520022,0.886441,-7.191844,2.275000,0.875700,-0.697600,1
-9.520022,0.964894,-7.270297,2.275000,0.875700,-0.697700,1
-9.520022,0.964894,-7.270297,2.275100,0.875700,-0.697700,1
-9.559249,0.964894,-7.270297,2.275100,0.875700,-0.697700,1
-9.520022,0.964894,-7.270297,2.275100,0.875700,-0.697700,1
-9.520022,0.964894,-7.270297,2.275100,0.875700,-0.697700,1
-9.559249,1.043347,-7.270297,2.275100,0.875800,-0.697800,1
-9.520022,0.925667,-7.191844,2.275100,0.875800,-0.697800,1
-9.520022,1.043347,-7.191844,2.275100,0.875800,-0.697800,1
-9.480796,1.082574,-7.231070,2.275100,0.875900,-0.697900,1
-9.480796,1.082574,-7.231070,2.275100,0.875900,-0.698000,1
-9.480796,1.043347,-7.270297,2.275200,0.875900,-0.698000,1
-9.441569,1.004120,-7.270297,2.275100,0.875900,-0.698000,1
-9.441569,1.004120,-7.270297,2.275100,0.875900,-0.698100,1
-9.441569,1.004120,-7.270297,2.275100,0.875900,-0.698100,1
-9.441569,1.004120,-7.309523,2.275100,0.876000,-0.698200,1
-9.480796,1.004120,-7.270297,2.275100,0.876000,-0.698200,1
-9.480796,1.004120,-7.270297,2.275100,0.875900,-0.698300,1
-9.441569,0.964894,-7.270297,2.275000,0.876000,-0.698400,1
-9.441569,1.043347,-7.309523,2.275000,0.876000,-0.698500,1
-9.441569,1.043347,-7.348750,2.275000,0.876000,-0.698500,1
-9.441569,1.043347,-7.348750,2.274900,0.876000,-0.698600,1
-9.480796,1.043347,-7.348750,2.274900,0.875900,-0.698600,1
-9.441569,1.082574,-7.348750,2.274900,0.875900,-0.698700,1
-9.363116,1.082574,-7.270297,2.274900,0.875900,-0.698800,1
-9.363116,1.082574,-7.270297,2.274900,0.875900,-0.698800,1
-9.363116,1.082574,-7.270297,2.274900,0.875900,-0.698900,1
-9.363116,1.043347,-7.309523,2.274900,0.875800,-0.699000,1
-9.363116,1.043347,-7.309523,2.274900,0.875800,-0.699000,1
-9.363116,1.043347,-7.348750,2.274800,0.875800,-0.699000,1
-9.402342,1.004120,-7.270297,2.274800,0.875800,-0.699100,1
-9.441569,1.004120,-7.309523,2.274800,0.875700,-0.699100,1
-9.441569,1.004120,-7.309523,2.274700,0.875700,-0.699100,1
-9.480796,1.004120,-7.309523,2.274600,0.875800,-0.699200,1
-9.480796,1.004120,-7.309523,2.274600,0.875700,-0.699200,1
-9.441569,1.043347,-7.309523,2.274500,0.875700,-0.699200,1
-9.480796,1.043347,-7.270297,2.274400,0.875700,-0.699200,1
-9.480796,1.043347,-7.270297,2.274300,0.875800,-0.699200,1
-9.480796,1.082574,-7.231070,2.274300,0.875800,-0.699300,1
-9.441569,1.082574,-7.309523,2.274100,0.875900,-0.699300,1
-9.441569,1.082574,-7.309523,2.274000,0.876000,-0.699400,1
-9.441569,1.043347,-7.309523,2.273900,0.876000,-0.699400,1
-9.441569,1.043347,-7.270297,2.273800,0.876100,-0.699400,1
-9.402342,1.043347,-7.191844,2.273700,0.876100,-0.699300,1
-9.441569,1.082574,-7.191844,2.273700,0.876200,-0.699300,1
-9.441569,1.082574,-7.191844,2.273600,0.876100,-0.699300,1
-9.402342,1.043347,-7.309523,2.273500,0.876300,-0.699300,1
-9.402342,1.082574,-7.270297,2.273400,0.876300,-0.699200,1
-9.402342,1.082574,-7.270297,2.273300,0.876400,-0.699200,1
-9.480796,1.082574,-7.270297,2.273200,0.876400,-0.699200,1
-9.559249,1.082574,-7.191844,2.273100,0.876400,-0.699100,1
-9.520022,1.004120,-7.231070,2.273000,0.876400,-0.699100,1
-9.520022,1.004120,-7.231070,2.272900,0.876400,-0.699000,1
-9.520022,1.004120,-7.270297,2.272900,0.876500,-0.698900,1
-9.520022,0.964894,-7.231070,2.272800,0.876600,-0.699000,1
-9.520022,0.964894,-7.231070,2.272700,0.876500,-0.699000,1
-9.559249,1.004120,-7.191844,2.272600,0.876600,-0.699000,1
-9.559249,1.043347,-7.191844,2.272600,0.876600,-0.698800,1
-9.559249,1.043347,-7.191844,2.272500,0.876700,-0.698800,1
-9.520022,1.043347,-7.191844,2.272500,0.876600,-0.698700,1
-9.520022,1.043347,-7.191844,2.272500,0.876600,-0.698700,1
-9.480796,0.964894,-7.152617,2.272400,0.876600,-0.698700,1
-9.480796,0.964894,-7.231070,2.272400,0.876500,-0.698600,1
-9.480796,0.964894,-7.231070,2.272300,0.876600,-0.698600,1
-9.480796,0.925667,-7.231070,2.272400,0.876500,-0.698600,1
-9.480796,0.886441,-7.231070,2.272300,0.876600,-0.698500,1
-9.480796,0.925667,-7.191844,2.272300,0.876500,-0.698500,1
-9.520022,0.925667,-7.191844,2.272300,0.876500,-0.698500,1
-9.520022,0.925667,-7.191844,2.272200,0.876500,-0.698500,1
-9.441569,0.925667,-7.152617,2.272200,0.876500,-0.698500,1
-9.441569,0.925667,-7.113390,2.272200,0.876500,-0.698500,1
-9.402342,0.925667,-7.152617,2.272200,0.876400,-0.698500,1
-9.402342,0.925667,-7.152617,2.272200,0.876400,-0.698500,1
-9.441569,0.925667,-7.191844,2.272200,0.876400,-0.698500,1
-9.363116,0.886441,-7.191844,2.272200,0.876500,-0.698400,1
-9.363116,0.886441,-7.191844,2.272200,0.876400,-0.698500,1
-9.402342,0.925667,-7.152617,2.272200,0.876400,-0.698400,1
-9.363116,0.925667,-7.231070,2.272200,0.876400,-0.698400,1
-9.402342,0.964894,-7.191844,2.272200,0.876400,-0.698400,1
-9.402342,0.964894,-7.191844,2.272200,0.876400,-0.698400,1
-9.402342,0.964894,-7.191844,2.272200,0.876400,-0.698400,1
-9.363116,1.004120,-7.231070,2.272100,0.876500,-0.698400,1
-9.363116,1.004120,-7.231070,2.272100,0.876600,-0.698400,1
-9.402342,0.964894,-7.231070,2.272100,0.876500,-0.698400,1
-9.402342,0.925667,-7.152617,2.272100,0.876500,-0.698400,1
-9.441569,0.925667,-7.152617,2.272100,0.876500,-0.698400,1
-9.441569,0.925667,-7.152617,2.272100,0.876500,-0.698400,1
-9.363116,0.964894,-7.191844,2.272100,0.876600,-0.698400,1
-9.402342,0.964894,-7.191844,2.272100,0.876600,-0.698400,1
-9.402342,1.004120,-7.231070,2.272100,0.876600,-0.698400,1
-9.402342,1.004120,-7.231070,2.272000,0.876700,-0.698400,1
-9.402342,1.004120,-7.231070,2.272000,0.876800,-0.698500,1
-9.402342,1.004120,-7.191844,2.271900,0.876800,-0.698500,1
-9.402342,0.964894,-7.191844,2.271800,0.876900,-0.698500,1
-9.402342,0.964894,-7.191844,2.271700,0.877000,-0.698600,1
-9.441569,0.964894,-7.270297,2.271700,0.877000,-0.698500,1
-9.441569,1.004120,-7.231070,2.271600,0.877100,-0.698600,1
-9.363116,1.043347,-7.152617,2.271400,0.877200,-0.698700,1
-9.363116,1.043347,-7.152617,2.271300,0.877300,-0.698700,1
-9.363116,1.043347,-7.152617,2.271200,0.877300,-0.698700,1
-9.363116,1.043347,-7.113390,2.271000,0.877300,-0.698800,1
-9.363116,1.082574,-7.191844,2.270900,0.877400,-0.698800,1
-9.363116,1.082574,-7.191844,2.270700,0.877500,-0.698900,1
-9.363116,1.004120,-7.191844,2.270500,0.877400,-0.699000,1
-9.441569,1.043347,-7.152617,2.270300,0.877600,-0.699100,1
-9.441569,1.043347,-7.152617,2.270100,0.877700,-0.699200,1
-9.441569,1.043347,-7.191844,2.270000,0.877700,-0.699200,1
-9.402342,1.043347,-7.191844,2.269800,0.877600,-0.699300,1
-9.402342,1.121800,-7.191844,2.269600,0.877600,-0.699400,1
-9.402342,1.043347,-7.270297,2.269400,0.877600,-0.699500,1
-9.402342,1.043347,-7.270297,2.269200,0.877600,-0.699600,1
-9.441569,1.082574,-7.191844,2.269000,0.877600,-0.699700,1
-9.441569,1.082574,-7.191844,2.268800,0.877500,-0.699700,1
-9.441569,1.082574,-7.191844,2.268600,0.877600,-0.699900,1
-9.441569,1.082574,-7.191844,2.268400,0.877600,-0.700000,1
-9.402342,1.082574,-7.113390,2.268200,0.877400,-0.700100,1
-9.402342,1.043347,-7.152617,2.268000,0.877400,-0.700200,1
-9.441569,1.121800,-7.191844,2.267800,0.877400,-0.700300,1
-9.441569,1.121800,-7.191844,2.267600,0.877400,-0.700400,1
-9.441569,1.082574,-7.152617,2.267300,0.877400,-0.700500,1
-9.480796,1.121800,-7.231070,2.267100,0.877300,-0.700700,1
-9.520022,1.082574,-7.231070,2.266900,0.877300,-0.700800,1
-9.520022,1.082574,-7.231070,2.266700,0.877300,-0.700800,1
-9.520022,1.082574,-7.231070,2.266500,0.877400,-0.701000,1
-9.441569,1.121800,-7.191844,2.266300,0.877200,-0.701100,1
-9.480796,1.121800,-7.191844,2.266100,0.877300,-0.701300,1
-9.480796,1.121800,-7.191844,2.266000,0.877200,-0.701300,1
-9.441569,1.121800,-7.152617,2.265700,0.877300,-0.701500,1
-9.480796,1.082574,-7.231070,2.265500,0.877100,-0.701600,1
-9.480796,1.082574,-7.231070,2.265300,0.877100,-0.701700,1
-9.480796,1.004120,-7.191844,2.265200,0.877100,-0.701800,1
-9.520022,1.004120,-7.231070,2.265000,0.877000,-0.701900,1
-9.520022,1.004120,-7.270297,2.264800,0.877000,-0.702100,1
-9.520022,1.004120,-7.231070,2.264600,0.877000,-0.702200,1
-9.520022,1.004120,-7.231070,2.264400,0.876900,-0.702200,1
-9.441569,0.964894,-7.191844,2.264300,0.876900,-0.702300,1
-9.402342,1.004120,-7.231070,2.264100,0.876800,-0.702400,1
-9.363116,0.964894,-7.191844,2.263900,0.876800,-0.702500,1
-9.363116,1.004120,-7.231070,2.263700,0.876700,-0.702600,1
-9.363116,1.004120,-7.231070,2.263600,0.876700,-0.702700,1
-9.323890,1.004120,-7.191844,2.263500,0.876600,-0.702700,1
-9.323890,1.004120,-7.231070,2.263400,0.876600,-0.702800,1
-9.323890,1.004120,-7.231070,2.263200,0.876600,-0.702900,1
-9.363116,1.043347,-7.231070,2.263100,0.876500,-0.703100,1
-9.363116,1.043347,-7.191844,2.262900,0.876600,-0.703200,1
-9.323890,0.964894,-7.270297,2.262800,0.876600,-0.703300,1
-9.363116,0.964894,-7.231070,2.262700,0.876500,-0.703400,1
-9.363116,0.964894,-7.231070,2.262600,0.876500,-0.703400,1
-9.363116,0.925667,-7.270297,2.262600,0.876500,-0.703500,1
-9.402342,0.964894,-7.270297,2.262500,0.876500,-0.703500,1
-9.402342,0.964894,-7.270297,2.262300,0.876400,-0.703600,1
-9.363116,0.964894,-7.270297,2.262300,0.876500,-0.703700,1
-9.441569,0.925667,-7.231070,2.262200,0.876500,-0.703700,1
-9.480796,1.004120,-7.231070,2.262100,0.876500,-0.703700,1
-9.480796,1.004120,-7.231070,2.262000,0.876600,-0.703800,1
-9.480796,0.964894,-7.191844,2.261900,0.876600,-0.703800,1
-9.480796,1.043347,-7.152617,2.261900,0.876600,-0.703900,1
-9.559249,1.043347,-7.191844,2.261700,0.876500,-0.703900,1
-9.480796,0.925667,-7.231070,2.261800,0.876500,-0.703900,1
-9.480796,0.925667,-7.231070,2.261600,0.876500,-0.704000,1
-9.441569,1.004120,-7.191844,2.261600,0.876600,-0.704000,1
-9.402342,0.925667,-7.231070,2.261500,0.876600,-0.704100,1
-9.402342,0.925667,-7.231070,2.261500,0.876600,-0.704000,1
-9.441569,0.925667,-7.231070,2.261400,0.876500,-0.704000,1
-9.441569,0.886441,-7.270297,2.261300,0.876600,-0.704100,1
-9.441569,0.886441,-7.270297,2.261300,0.876600,-0.704100,1
-9.441569,0.847214,-7.231070,2.261200,0.876500,-0.704200,1
-9.480796,0.925667,-7.231070,2.261200,0.876400,-0.704100,1
-9.402342,0.886441,-7.191844,2.261100,0.876400,-0.704200,1
-9.441569,0.964894,-7.231070,2.261100,0.876300,-0.704200,1
-9.441569,0.964894,-7.231070,2.261100,0.876200,-0.704300,1
-9.441569,0.925667,-7.191844,2.261000,0.876300,-0.704300,1
-9.402342,0.886441,-7.231070,2.261000,0.876100,-0.704300,1
-9.402342,0.886441,-7.231070,2.261000,0.876100,-0.704400,1
-9.402342,0.925667,-7.231070,2.260900,0.876100,-0.704400,1
-9.402342,0.925667,-7.231070,2.260800,0.876200,-0.704500,1
-9.480796,0.886441,-7.231070,2.260800,0.876000,-0.704600,1
-9.441569,0.925667,-7.231070,2.260700,0.876000,-0.704700,1
-9.441569,0.925667,-7.231070,2.260700,0.875800,-0.704700,1
-9.480796,0.964894,-7.191844,2.260700,0.875900,-0.704800,1
-9.480796,0.964894,-7.309523,2.260500,0.875900,-0.704900,1
-9.480796,1.043347,-7.231070,2.260400,0.875900,-0.705000,1
-9.480796,1.043347,-7.231070,2.260400,0.875700,-0.705000,1
-9.480796,1.004120,-7.191844,2.260300,0.875600,-0.705100,1
-9.480796,1.004120,-7.191844,2.260200,0.875600,-0.705200,1
-9.480796,1.082574,-7.231070,2.260100,0.875500,-0.705300,1
-9.520022,1.004120,-7.191844,2.260100,0.875400,-0.705400,1
-9.520022,1.004120,-7.191844,2.260000,0.875300,-0.705500,1
-9.520022,1.082574,-7.191844,2.259800,0.875300,-0.705600,1
-9.480796,1.043347,-7.191844,2.259700,0.875200,-0.705700,1
-9.480796,1.043347,-7.191844,2.259600,0.875100,-0.705800,1
-9.480796,1.043347,-7.191844,2.259500,0.875000,-0.705900,1
-9.480796,1.082574,-7.231070,2.259300,0.875000,-0.706000,1
-9.480796,1.043347,-7.231070,2.259200,0.874900,-0.706100,1
-9.520022,1.043347,-7.231070,2.259000,0.874800,-0.706200,1
-9.402342,1.004120,-7.270297,2.258800,0.874800,-0.706500,1
-9.441569,1.004120,-7.231070,2.258600,0.874800,-0.706600,1
-9.441569,1.004120,-7.231070,2.258500,0.874500,-0.706700,1
-9.480796,1.004120,-7.270297,2.258300,0.874600,-0.706800,1
-9.480796,1.004120,-7.270297,2.258100,0.874500,-0.706900,1
-9.441569,1.004120,-7.231070,2.258000,0.874400,-0.707000,1
-9.480796,1.043347,-7.309523,2.257900,0.874300,-0.707100,1
-9.480796,1.043347,-7.309523,2.257800,0.874300,-0.707200,1
-9.402342,1.043347,-7.231070,2.257600,0.874300,-0.707300,1
-9.363116,0.964894,-7.270297,2.257500,0.874200,-0.707300,1
-9.441569,1.004120,-7.270297,2.257300,0.874200,-0.707400,1
-9.441569,1.004120,-7.270297,2.257200,0.874100,-0.707500,1
-9.441569,0.886441,-7.309523,2.257100,0.874100,-0.707600,1
-9.480796,0.925667,-7.270297,2.256900,0.874100,-0.707700,1
-9.480796,0.925667,-7.270297,2.256800,0.874100,-0.707800,1
-9.520022,0.886441,-7.270297,2.256800,0.874100,-0.707800,1
-9.520022,0.964894,-7.270297,2.256600,0.874000,-0.707800,1
-9.480796,1.004120,-7.231070,2.256400,0.874000,-0.707900,1
-9.480796,0.964894,-7.231070,2.256400,0.874000,-0.708000,1
-9.480796,0.964894,-7.231070,2.256200,0.874000,-0.708000,1
-9.520022,0.964894,-7.231070,2.256200,0.874000,-0.708000,1
-9.480796,0.964894,-7.231070,2.256100,0.874000,-0.708000,1
-9.480796,0.964894,-7.231070,2.256000,0.874000,-0.708000,1
-9.441569,0.964894,-7.231070,2.255900,0.874000,-0.708000,1
-9.441569,0.925667,-7.231070,2.255900,0.874100,-0.708100,1
-9.441569,0.925667,-7.231070,2.255800,0.874100,-0.708000,1
-9.441569,0.886441,-7.231070,2.255700,0.874100,-0.708000,1
-9.402342,0.847214,-7.231070,2.255700,0.874200,-0.707800,1
-9.402342,0.847214,-7.231070,2.255700,0.874100,-0.707800,1
-9.402342,0.847214,-7.191844,2.255600,0.874100,-0.707900,1
-9.402342,0.847214,-7.191844,2.255600,0.874100,-0.707900,1
-9.363116,0.886441,-7.191844,2.255600,0.874200,-0.707800,1
-9.480796,0.964894,-7.231070,2.255600,0.874200,-0.707700,1
-9.480796,0.964894,-7.231070,2.255600,0.874200,-0.707600,1
-9.441569,0.964894,-7.191844,2.255600,0.874300,-0.707600,1
-9.520022,1.004120,-7.191844,2.255600,0.874300,-0.707500,1
-9.480796,1.004120,-7.231070,2.255600,0.874300,-0.707500,1
-9.480796,0.964894,-7.231070,2.255600,0.874400,-0.707400,1
-9.480796,0.964894,-7.231070,2.255700,0.874500,-0.707300,1
-9.480796,1.004120,-7.270297,2.255700,0.874600,-0.707300,1
-9.480796,1.004120,-7.191844,2.255700,0.874600,-0.707200,1
-9.480796,1.004120,-7.191844,2.255800,0.874600,-0.707100,1
-9.480796,0.964894,-7.191844,2.255800,0.874700,-0.707000,1
-9.441569,0.886441,-7.270297,2.255900,0.874700,-0.707000,1
-9.441569,0.925667,-7.231070,2.255900,0.874700,-0.706900,1
-9.441569,0.925667,-7.231070,2.256000,0.874800,-0.706900,1
-9.480796,0.925667,-7.231070,2.256000,0.874800,-0.706800,1
-9.480796,0.886441,-7.231070,2.256100,0.874800,-0.706700,1
-9.480796,0.886441,-7.231070,2.256200,0.874900,-0.706600,1
-9.441569,1.004120,-7.231070,2.256200,0.874900,-0.706600,1
-9.480796,1.004120,-7.231070,2.256200,0.874900,-0.706500,1
-9.480796,1.004120,-7.191844,2.256300,0.874900,-0.706400,1
-9.441569,1.004120,-7.191844,2.256400,0.875000,-0.706300,1
-9.441569,1.004120,-7.191844,2.256500,0.875000,-0.706300,1
-9.402342,0.886441,-7.191844,2.256500,0.875000,-0.706200,1
-9.402342,0.886441,-7.231070,2.256500,0.875100,-0.706200,1
-9.402342,0.886441,-7.231070,2.256600,0.875100,-0.706100,1
-9.402342,0.847214,-7.270297,2.256600,0.875300,-0.706200,1
-9.441569,0.886441,-7.270297,2.256700,0.875100,-0.706000,1
-9.441569,0.847214,-7.309523,2.256800,0.875200,-0.705900,1
-9.441569,0.847214,-7.309523,2.256800,0.875300,-0.705900,1
-9.480796,0.925667,-7.270297,2.256800,0.875400,-0.705900,1
-9.441569,0.964894,-7.309523,2.256800,0.875500,-0.705900,1
-9.441569,0.964894,-7.270297,2.257000,0.875400,-0.705800,1
-9.441569,0.964894,-7.270297,2.257000,0.875500,-0.705800,1
-9.402342,0.964894,-7.270297,2.257000,0.875500,-0.705800,1
-9.402342,0.964894,-7.309523,2.257000,0.875600,-0.705800,1
-9.402342,0.964894,-7.309523,2.257100,0.875500,-0.705700,1
-9.402342,0.964894,-7.309523,2.257100,0.875500,-0.705700,1
-9.363116,0.964894,-7.309523,2.257100,0.875600,-0.705600,1
-9.402342,1.004120,-7.270297,2.257100,0.875500,-0.705600,1
-9.363116,1.004120,-7.270297,2.257100,0.875600,-0.705600,1
-9.363116,1.004120,-7.270297,2.257100,0.875500,-0.705600,1
-9.441569,1.004120,-7.309523,2.257100,0.875600,-0.705600,1
-9.402342,0.925667,-7.270297,2.257200,0.875600,-0.705500,1
-9.402342,0.925667,-7.270297,2.257100,0.875600,-0.705500,1
-9.402342,0.964894,-7.309523,2.257200,0.875700,-0.705500,1
-9.402342,0.964894,-7.270297,2.257100,0.875600,-0.705400,1
-9.441569,0.925667,-7.270297,2.257100,0.875700,-0.705500,1
-9.402342,0.964894,-7.270297,2.257200,0.875600,-0.705400,1
-9.402342,0.964894,-7.270297,2.257200,0.875800,-0.705300,1
-9.363116,0.964894,-7.270297,2.257100,0.875800,-0.705300,1
-9.323890,0.964894,-7.191844,2.257100,0.875800,-0.705300,1
-9.323890,0.964894,-7.191844,2.257100,0.875700,-0.705300,1
-9.284663,0.964894,-7.231070,2.257100,0.875900,-0.705300,1
-9.284663,1.004120,-7.231070,2.257200,0.875900,-0.705300,1
-9.245436,0.925667,-7.231070,2.257000,0.875900,-0.705300,1
-9.245436,0.925667,-7.231070,2.257000,0.876000,-0.705300,1
-9.166983,0.847214,-7.270297,2.257000,0.876100,-0.705300,1
-9.206209,0.886441,-7.270297,2.257000,0.876000,-0.705200,1
-9.520022,1.043347,-7.348750,2.257000,0.876100,-0.705200,1
-9.559249,1.121800,-7.231070,2.257000,0.876100,-0.705200,1
-9.598475,1.278707,-7.309523,2.256900,0.876100,-0.705200,1
-9.598475,1.278707,-7.309523,2.256800,0.876100,-0.705200,1
-9.637702,1.435613,-7.231070,2.256800,0.876100,-0.705200,1
-9.637702,1.514066,-7.191844,2.256800,0.876100,-0.705200,1
-9.637702,1.514066,-7.191844,2.256700,0.876100,-0.705200,1
-9.637702,1.592519,-7.191844,2.256800,0.876200,-0.705300,1
-9.637702,1.514066,-7.113390,2.256600,0.876200,-0.705300,1
-9.637702,1.435613,-7.191844,2.256600,0.876200,-0.705300,1
-9.637702,1.357160,-7.231070,2.256500,0.876200,-0.705400,1
-9.637702,1.357160,-7.231070,2.256500,0.876200,-0.705500,1
-9.637702,1.317933,-7.191844,2.256600,0.876200,-0.705500,1
-9.637702,1.239480,-7.191844,2.256500,0.876200,-0.705600,1
-9.637702,1.239480,-7.191844,2.256500,0.876100,-0.705700,1
-9.559249,1.239480,-7.191844,2.256500,0.876100,-0.705700,1
-9.441569,1.239480,-7.152617,2.256500,0.876100,-0.705800,1
-9.323890,1.317933,-7.113390,2.256500,0.876100,-0.705900,1
-9.323890,1.317933,-7.113390,2.256500,0.876100,-0.706000,1
-9.284663,1.357160,-7.074163,2.256500,0.876000,-0.706100,1
-9.245436,1.357160,-7.074163,2.256500,0.876000,-0.706200,1
-9.166983,1.357160,-7.034937,2.256500,0.875900,-0.706300,1
-9.245436,1.396386,-7.034937,2.256500,0.875900,-0.706400,1
-9.245436,1.396386,-7.034937,2.256500,0.875800,-0.706600,1
-9.323890,1.357160,-7.074163,2.256500,0.875800,-0.706700,1
-9.363116,1.317933,-7.074163,2.256400,0.875700,-0.706800,1
-9.363116,1.317933,-7.074163,2.256500,0.875500,-0.707000,1
-9.441569,1.278707,-7.113390,2.256500,0.875500,-0.707100,1
-9.441569,1.278707,-7.074163,2.256400,0.875400,-0.707300,1
-9.441569,1.239480,-7.113390,2.256400,0.875200,-0.707300,1
-9.402342,1.200253,-7.113390,2.256400,0.875000,-0.707400,1
-9.402342,1.200253,-7.113390,2.256300,0.875000,-0.707600,1
-9.441569,1.200253,-7.152617,2.256400,0.874800,-0.707700,1
-9.441569,1.200253,-7.191844,2.256300,0.874600,-0.707800,1
-9.441569,1.200253,-7.191844,2.256300,0.874300,-0.707900,1
-9.441569,1.200253,-7.231070,2.256100,0.874200,-0.708200,1
-9.441569,1.200253,-7.231070,2.256100,0.874000,-0.708200,1
-9.441569,1.200253,-7.191844,2.256000,0.873700,-0.708500,1
-9.441569,1.200253,-7.191844,2.255900,0.873400,-0.708700,1
-9.402342,1.239480,-7.231070,2.255900,0.873200,-0.708900,1
-9.441569,1.278707,-7.231070,2.256000,0.873000,-0.708900,1
-9.441569,1.278707,-7.231070,2.256000,0.872900,-0.709100,1
-9.480796,1.278707,-7.231070,2.256000,0.872600,-0.709200,1
-9.598475,1.278707,-7.191844,2.256000,0.872400,-0.709400,1
-9.637702,1.317933,-7.231070,2.256100,0.872400,-0.709600,1
-9.637702,1.357160,-7.309523,2.256200,0.872200,-0.709800,1
-9.637702,1.357160,-7.309523,2.256300,0.872200,-0.709900,1
-9.637702,1.357160,-7.270297,2.256400,0.872100,-0.710000,1
-9.676929,1.357160,-7.231070,2.256600,0.872000,-0.710000,1
-9.676929,1.357160,-7.231070,2.256600,0.871900,-0.710100,1
-9.755382,1.317933,-7.270297,2.256800,0.871900,-0.710200,1
-9.794608,1.357160,-7.231070,2.256800,0.872000,-0.710300,1
